楼层,时间,点赞数,uid,用户名,性别,评论内容
0,2023-04-07 20:08:11,0,13932509,当月亮坠入海里,女,"阿，为什么住院了？",
0,2023-04-07 19:25:47,0,1687546248,BP肉肉ROSE,保密,"我要吃！！[打call][打call][打call][打call]",
0,2023-04-07 17:17:30,0,194477361,Sinna_,保密,"@跳舞后去吃蛋挞 你的快乐挞",
0,2023-04-07 15:36:18,0,454277757,懂你的TCL,保密,"快炫我嘴里！[doge]",
0,2023-04-07 15:01:48,0,3461562767509592,爱喝咖啡的叶卡,保密,"鼻子：喝，长大了。。。",
0,2023-04-06 17:46:29,0,389879121,妙妙渺渺妙妙喵,保密,"这是派还是巨型蛋挞[doge]",
0,2023-04-06 17:33:23,0,1994565457,新三国只能当喜剧,保密,"大姨吃这个真的不会工伤（长胖）吗？",
0,2023-04-10 17:49:37,0,284480233,风度的虚空,保密,"我什么时候关注的UP变成1080万粉丝了[哦呼]",
0,2023-04-08 22:45:52,0,1786693022,肠肠好玩,保密,"馋了",
0,2023-04-07 17:33:08,0,21870624,阿花跟阿水,保密,"卧槽我想吃",
0,2023-04-07 17:07:37,0,514446652,Lzj136789,保密,"怕翻车的的绵羊",
0,2023-04-07 11:58:09,0,1411901501,食不食油饼的ikun,男,"大姨今天好好看[喜欢][喜欢][喜欢]",
0,2023-04-06 18:29:42,0,226786917,改名字要六个硬币嘤,保密,"感觉就是生日蛋糕了[笑哭] 如果有朋友爱吃蛋挞可以生日的时候送一个 五六个人一起吃[大笑]",
0,2023-04-06 17:38:07,0,8863384,柴花纪,女,"这个我知道小北跟大黄抢食的[微笑]",
0,2023-04-08 12:01:38,0,1222132945,__Fault__,保密,"你是懂标题的[doge]",
0,2023-04-09 22:17:18,0,493135673,一曲相思c,男,"黄油放多了会很腻阿，虽然闻起来香。之前做饼干放了一点就浓了[喜极而泣][喜极而泣][喜极而泣]",
0,2023-04-08 11:55:58,0,1359109436,偷偷乐儿,保密,"所以白嫖的配方是假的吗[笑哭]",
0,2023-04-06 20:12:21,0,346632868,买不起吉他弹棉花,男,"为什么只有六步，因为七步杀[脱单doge]",
0,2023-04-06 18:22:05,0,2075921212,-我在等一只小福泥-,女,"这标题是被押韵team传染了吗哈哈哈哈哈哈",
0,2023-04-06 17:33:19,0,34076814,亭留此刻,保密,"好喜欢吃蛋挞，滑滑的嫩嫩的",
0,2023-04-07 18:08:52,0,400924260,-中一次奖就改名-,男,"馋死我了[难过]",
0,2023-04-06 17:38:28,0,497041575,许飞将上刺刀,保密,"8000人在线观看，愣着干嘛，评论啊[doge]",
0,2023-04-06 17:30:55,0,482326038,一位孤独的兵长利威尔,男,"来了来了大姨[星星眼]",
0,2023-04-10 11:56:28,0,326210543,心之所归即为家,男,"我可以帮你擦嘴巴[脱单doge]",
0,2023-04-10 23:16:54,0,577904146,碧盒饭,保密,"好大一个，边角料能给我撑死[doge]",
0,2023-04-08 05:01:07,0,471015134,bili_50290751915,保密,"嘴张大的角度惊为天人。大嘴大咀大👄",
0,2023-04-08 03:48:47,0,36779449,慕璃泠雪,保密,"大夜的看完之后，我决定白天点个肯德基的蛋挞压压惊[笑哭][笑哭][笑哭]",
0,2023-04-07 22:56:50,0,316358463,你一生晴朗啊,保密,"你要是个男娃儿，干化工肯定没问题！思路清晰，有问题能找到控制点，真的看你的视频有点启发",
0,2023-04-07 18:08:55,0,522753041,月深淵,女,"10號上肯德基訂",
0,2023-04-07 18:02:25,0,703016818,可能有梦想吧-JF,保密,"@大大角角牛",
,2023-04-07 23:26:51,0,668085172,大大角角牛,保密,"再看一眼就会爆炸",
0,2023-04-07 17:37:55,0,21112469,mlango,保密,"居然是蛋挞，我还以为是巴斯克",
0,2023-04-07 17:24:33,0,18761619,捞仔楽园,保密,"绵阳老师！！！烤箱是什么型号啊",
0,2023-04-07 12:02:51,0,88281162,风情少爷,保密,"磨具上哪弄？",
0,2023-04-07 04:03:44,0,12226539,机智的果先生,保密,"挞皮叠层不就是大马士革钢嘛",
0,2023-04-06 17:40:41,0,20007124,吾名羊羹,保密,"巨大蛋挞不一定好吃吧，就好比巨大包子，也肯定不好吃",
,2023-04-06 17:40:59,0,20007124,吾名羊羹,保密,"有点像是一个噱头",
0,2023-04-06 17:39:24,0,550221427,快收药材了,保密,"目前甲流了，还是得锻炼身体[保卫萝卜_哭哭]",
0,2023-04-06 17:33:54,0,435730541,银桑永远的万事屋,保密,"给我，我是大学生[脱单doge]",
0,2023-04-09 13:42:06,0,1794972505,橘子味汽水1002,保密,"888888",
0,2023-04-06 17:31:40,0,520413699,7777xxxs,保密,"美食博主家里真是什么都有呀[脱单doge]",
0,2023-04-09 03:57:29,0,507192362,Underwater_T,男,"如何获得一个巨大又美味的蛋挞？
1、准备好材料和教程视频
2、妈！！！",
0,2023-04-08 03:05:29,0,1211824729,砸----瓦撸多---,保密,"啊啊啊啊啊啊啊啊我三点多！刷到这个！看完了！我活该！你也有罪！我也要吃！[抓狂][抓狂][抓狂]",
0,2023-04-07 18:09:29,0,1550817925,青鳥不是鳥,保密,"扣一个一个一个114514",
0,2023-04-07 17:25:10,0,36805530,雷storm,男,"肯定不好吃，让我尝尝才知道",
0,2023-04-09 11:23:48,0,8381312,599的咸鱼,保密,"@heliemin 你能不能表演一下",
0,2023-04-09 04:13:00,0,275524176,繁花-茗,保密,"花少北和虎子吃的不会是某个翻车的蛋挞吧[doge]",
,2023-04-09 04:22:16,0,591399034,bili_18234381677,保密,"一看就沒仔細看視頻[doge]送的是上上上上上期的巴斯克蛋糕啦[傲娇]",
,2023-04-10 05:51:20,0,275524176,繁花-茗,保密,"回复 @bili_18234381677 :反正都是我吃不到的东西罢了[傲娇][doge]",
0,2023-04-07 18:10:35,0,544189604,白小啦啦,保密,"一会就去买蛋挞吃",
0,2023-04-06 22:15:14,0,1908344669,冬冬28,保密,"想建一个都是大学生的社群
好物分享|读书分享|人际关系|轻创业|情感|自媒体
想进的姐妹后台滴滴我哦",
0,2023-04-10 12:20:16,0,444784733,奶贝吃糖人,保密,"做砗磲蛋挞",
0,2023-04-06 21:03:20,0,247646589,死宅又爱运动丶,男,"这蛋挞不跟阿姨的脸一样大吗[doge]",
0,2023-04-06 17:41:34,0,177425007,めめパン,保密,"有没有人说绵羊像长泽雅美[笑哭]",
0,2023-04-07 17:24:36,0,377910,京酱桃酥,保密,"[doge]哎呦 知道你们爱吃蛋挞 她真的 哭死",
0,2023-04-08 20:22:45,0,179473078,陇上稻花香,女,"姨姨换发型了，用俺家乡话说，咦，真俊[脱单doge]",
0,2023-04-08 10:01:43,0,152505862,天涯海角思念,男,"热量炸弹[微笑]想吃，但不配.",
0,2023-04-07 17:39:52,0,9662110,没有免费的午餐呢,保密,"给大家看个好玩的，双击看我头像会变[黎歌表情包_爱你][黎歌表情包_爱你][黎歌表情包_爱你]",
0,2023-04-06 17:52:48,0,9662110,没有免费的午餐呢,保密,"双击头像有动画[草莓猫Taffy_mua~][草莓猫Taffy_mua~]",
0,2023-04-06 17:46:31,0,161751010,尧遥领先,男,"子曰：近大远小呼",
0,2023-04-09 23:52:25,0,473634935,luckygirl99999,保密,"好想吃啊哈哈",
0,2023-04-06 23:04:31,0,553218053,小烊属龙,保密,"@最爱Kisses巧克力 好爽[保卫萝卜_哭哭][保卫萝卜_哭哭]",
0,2023-04-08 20:43:49,0,1176948278,荔枝酒就不见了,女,"看到这个酥脆度！绵羊姐姐可不可以下期做香港蝴蝶酥啊！超级好吃！🥺🥺🥺🥺",
0,2023-04-09 20:14:53,0,40123947,入间迷妹枝玛酱,保密,"蛋挞是我最爱的美食，但蛋挞要好吃也是讲究的，路边蛋糕店买的不如肯德基的，首先一定要趁热吃，冷了之后蛋挞口感就会很硬。",
0,2023-04-08 09:20:38,0,19924168,耗鹅画手帐,保密,"妈耶，跟绵羊住的好近",
0,2023-04-08 03:33:40,0,360405772,审讯智库牧师杰瑞,保密,"我看到一个做了一个好宽的蛋挞的up",
,2023-04-08 03:36:15,0,237211743,Zarchy,保密,"你咋还不睡！",
,2023-04-08 07:02:24,0,360405772,审讯智库牧师杰瑞,保密,"回复 @Zarchy :你又为什么没睡？",
0,2023-04-06 17:42:21,0,4852243,梦灬殇,男,"热量核弹，大姨的脸越发圆润了",
0,2023-04-06 17:37:50,0,1531868249,亦暮yyy,女,"这会好吃？！我不信，除非寄过来给我吃一口[脱单doge]",
0,2023-04-06 17:31:44,0,248224,SE7EN-Phantom,保密,"道理我都懂，但这个蛋挞为什么这么大",
0,2023-04-06 17:43:49,0,664202537,我是沐霂哟,保密,"五六年前我妈自己擀皮做蛋挞，技术不行做不小用盆装……",
0,2023-04-09 23:52:55,0,123775210,w搞点夜点心778,女,"[星星眼]",
0,2023-04-08 09:34:21,0,3493090660715229,搞笑女乙爱你,保密,"没有烤箱怎么办？",
0,2023-04-08 09:04:40,0,94751750,御云白日眠,保密,"进我收藏夹吃灰吧",
0,2023-04-08 08:41:27,0,436474887,是天某人呀,男,"@起雾了我走丢了 好离谱",
0,2023-04-07 17:39:55,0,491780400,阿嚏哼唧兽,保密,"绵羊好像胖了",
0,2023-04-06 17:47:05,0,39942305,神の素颜,保密,"重点是我们买不起5位数的烤箱啊喂[doge][doge]",
0,2023-04-10 11:29:50,0,358051006,Hillalyn,保密,"我能不能问问不那么完美的那些被谁吃了[脱单doge]",
0,2023-04-09 22:19:57,0,36177671,一只云酱QAQ,男,"@垃圾桶里的猫猫 呜呜呜妈妈饿饿，喂喂",
0,2023-04-09 16:15:03,0,438522284,Jenny_zero,保密,"@我真的很困啊啊啊啊 卧槽 好想吃[辣眼睛][辣眼睛][辣眼睛][辣眼睛][辣眼睛][辣眼睛][辣眼睛][辣眼睛][辣眼睛][辣眼睛][辣眼睛][难过][难过][难过][难过][难过][难过][难过][难过][难过]",
,2023-04-09 17:01:59,0,401829165,我真的很困啊啊啊啊,女,"买过来给我吃",
,2023-04-09 17:06:22,0,438522284,Jenny_zero,保密,"回复 @我真的很困啊啊啊啊 :这个买不到[大哭]",
0,2023-04-08 07:40:13,0,399207966,假面骑士yjj,男,"没有烤箱怎么做",
,2023-04-08 08:05:20,0,98858489,一眼随心,保密,"那就去买",
,2023-04-09 01:55:11,0,399207966,假面骑士yjj,男,"回复 @一眼随心 :[辣眼睛]",
0,2023-04-06 23:04:07,0,209403799,戴红猫咪,男,"这就转发给我妈[星星眼][星星眼][星星眼]",
0,2023-04-06 19:32:20,0,22976551,剑花如梦,男,"桃花潭水深千尺，不及老婆玩烘焙。[doge]",
0,2023-04-06 17:35:03,0,3493117263088182,Claireeeeeeee-,保密,"大姨你就說這個蛋撻熱量高不高⋯⋯看著好吃但我好怕熱量高",
0,2023-04-07 22:25:39,0,403459974,我就是猫又,保密,"为什么每一次看到姐姐都分不清了，感觉根顶真爽视频里的周周好像呀[tv_思考]",
0,2023-04-06 18:03:22,0,82648932,小七爱吃小鱼干,保密,"@神奇海挪 娜娜来一个吧求求了[星星眼][星星眼]",
0,2023-04-06 17:33:18,0,433193584,绝味鸭脖复合肥,保密,"感觉想包着脆皮的布丁哈哈哈🍮[星星眼]",
0,2023-04-09 14:58:23,0,2028793484,婷在凉亭开睡,保密,"結果最近台灣的肯德基就出了一個七寸蛋塔🤣",
0,2023-04-09 09:10:43,0,400950023,振煜哥哥坏坏坏,保密,"888888",
0,2023-04-07 02:09:28,0,220104739,超囧人生,男,"每天都在上班下班无限循环没有时间做好吃的也没有精力去运动了[tv_流泪]",
0,2023-04-06 17:40:01,0,1340453084,被占用名字的桃桃,保密,"连吃三天的大蛋挞，也挺爽der[热词系列_肥肠自信]",
0,2023-04-09 21:44:56,0,521713,再不吃盒饭,男,"各位卡仕达粉是什么？是卡仕达酱的预拌粉吗？",
0,2023-04-06 17:38:32,0,255444653,君谦Modesty,保密,"不会腻吗，我吃两个以上的小蛋挞就腻了[思考]",
0,2023-04-09 21:53:20,0,3020305,小信士,保密,"这期的发型，我感受擅长家务和料理的年轻漂亮人妻的味道",
0,2023-04-06 18:03:33,0,411948320,楼前树丶,保密,"大姨，我感觉你做得更好啊（外表）[辣眼睛][辣眼睛][辣眼睛]",
0,2023-04-07 17:49:59,0,1506768590,永不放弃的Asta,保密,"恭喜绵羊一千万粉了",
0,2023-04-06 17:39:45,0,482261826,忆水天爱,男,"宝剑嫂收到几个失败品呀大姨[吃瓜]",
0,2023-04-09 09:10:32,0,400950023,振煜哥哥坏坏坏,保密,"8888888",
,2023-04-09 11:34:19,0,509668536,讨厌别人陪着我,女,"这是你家WIFI密码吗눈_눈",
,2023-04-09 12:27:16,0,400950023,振煜哥哥坏坏坏,保密,"回复 @讨厌别人陪着我 :嘘",
0,2023-04-08 07:58:53,0,509186049,我是只B站娘,保密,"888888",
0,2023-04-07 17:50:01,0,2754980,枫霖之夜丶,男,"热量爆竹,工伤长胖",
0,2023-04-06 17:31:03,0,349005676,独角兽收藏者,保密,"我来喽！刚好在吃饭 当下饭视频！开心！",
0,2023-04-08 08:07:05,0,312275729,林羡衡,女,"在？为什么诱捕我？",
0,2023-04-06 20:20:14,0,100428771,柏文文丶,保密,"这么大的蛋挞有幸吃过，一口香，两口满足，三口腻得慌[笑哭][笑哭]",
0,2023-04-08 19:13:51,0,589128273,黑白涂装,保密,"几日不见什么时候成大姨了？[热词系列_问号]",
0,2023-04-07 22:13:01,0,299832712,姑苏玉麒麟,保密,"大姨是把双下巴p了吗？爷青结[笑哭][笑哭][笑哭]",
0,2023-04-06 19:39:48,0,401908005,亚军的生活,保密,"duangduangduang的蛋挞",
0,2023-04-06 19:14:46,0,123349955,胖胖是条胖柯基,保密,"你发现了隐藏的三连吗！！！[doge][doge][doge]",
0,2023-04-06 17:30:45,0,4664623,我只是普通欧皇,保密,"[打call][打call][打call][打call]",
0,2023-04-08 02:27:06,0,1764003699,襬還,女,"蛋挞配番茄酱好吃，我试过之后一去不复返[脱单doge]",
0,2023-04-07 14:07:29,0,650931793,奈见落樱,保密,"@记录生活的蛋黄派 来一个[脱单doge]",
0,2023-04-06 17:30:46,0,661208180,小引春风_,保密,"芜湖[喜欢]",
0,2023-04-08 18:27:21,0,448791652,卉的爱犬,男,"@德呃呃呃克萨斯 宝宝喜欢吃蛋挞吗",
,2023-04-08 18:57:00,0,340368674,德呃呃呃克萨斯,女,"还好，吃多了会腻",
0,2023-04-06 17:38:19,0,491932910,有edc没关系,保密,"省流：翻车2次。其中大车1次，小车1次。[doge]",
0,2023-04-08 20:25:33,0,3493108075465544,不要黑我家鸽鸽,男,"拿出来咬了一口，发现里面没熟，里面的蛋挞液留了一桌子[脱单doge][脱单doge][脱单doge]",
0,2023-04-08 07:00:16,0,36660681,我看手机喵看我,保密,"感觉所有的甜品，只要淡奶油芝士黄油足够，都难吃不到哪去",
0,2023-04-07 04:33:18,0,246629267,顺顺今天吃了吗,保密,"看起来并不是很好吃，除非你拿过来让我尝尝[doge][doge]",
0,2023-04-08 00:21:20,0,488488607,gtogame,保密,"記得 添加一些重訓課程 這樣身體線條會更好看

祝綿羊 能量滿滿!!!",
0,2023-04-09 20:31:38,0,1600185373,非常期待放假的纽子,保密,"你说得对，但是鸭嘴兽既是哺乳动物又能下蛋，是世界上唯一能只靠自己做出蛋挞的动物",
0,2023-04-08 07:15:56,0,1353090,蜡笔晓昕,保密,"我还是走路去买Cedric原版回家吃吧…",
0,2023-04-07 22:23:55,0,497713407,火蓝刀锋之影,保密,"绵阳，你要开始做理论研究的事儿啊，不然每次都要分析原因。",
0,2023-04-09 20:03:33,0,490977204,挑战迟评上一楼,保密,"作业就不做了，打算周四去肯爷爷买盒算了[脱单doge][脱单doge][脱单doge]",
0,2023-04-07 17:46:19,0,589770702,哲北R,保密,"这不骗人吗 还说没p图 没p图这期棉羊的脸怎么可能如此的秀气 [偷笑][偷笑][偷笑]",
0,2023-04-07 03:22:45,0,33544395,牛了帅锅呀,男,"大姨这次成功的这么快，搞得我都想尝试了",
0,2023-04-06 20:02:18,0,53134862,爆毛小狗,女,"大姨这个看起来就很管饱[高田熊圣诞特辑_点赞]",
0,2023-04-06 17:40:16,0,489823055,Elis_Frost,女,"这蛋挞看上去就很美味[2233娘_喝水]",
0,2023-04-06 17:36:03,0,1173290226,hihi阿晴陪你熬夜丶,保密,"我宁愿去买一块钱一个的蛋挞[脱单doge]",
0,2023-04-06 17:32:54,0,297993205,眠了zzzzz,保密,"最好吃的不知道第几集♡(*´∀｀*)人(*´∀｀*)♡",
0,2023-04-06 17:31:36,0,431384582,请你吃好果纸,女,"外卖到了 正好[脱单doge][脱单doge]",
0,2023-04-07 00:13:15,0,666895079,乙烯啊哈哈哈哈哈哈哈,保密,"可是，我是说可能，也许，会不会一口下去有蛋挞液和蛋挞皮才好吃😋",
0,2023-04-09 16:20:24,0,3461567706302917,金の传说,男,"我做蛋挞只要3步，大家跟我学[doge]
1、先打一个鸡蛋
2、然后再准备蛋挞皮
3、最后 妈~~
[吃瓜]",
0,2023-04-06 17:32:15,0,381683668,纤月公子,保密,"刚好今天星期四去炫kfc的蛋挞[doge]",
0,2023-04-06 21:31:12,1,3493268335626703,浪漫小学生_,保密,"四个小时前，放岩浆里热热还能吃[脱单doge][脱单doge]",
0,2023-04-07 19:53:26,0,1575653994,早睡早起呦呦,男,"真就做起简单了  我又学不会。。给上强度了",
0,2023-04-09 10:59:46,0,147922452,花儿落燕儿飞,保密,"视频看完了, 锅里蒸的鸡蛋羹也熟了",
0,2023-04-07 10:30:46,0,741466,最终决战型可爱多,女,"有没有人说你长得很像景甜，后面太像了",
0,2023-04-06 23:16:29,0,1268457936,撒广禾堂要温柔,保密,"蛋挞太大了 我都感觉不好 不适合我一口吞 不过大一每次做的东西都让我吃不到就想死 唉 明天要做心脏B超 不能吃饭 不能喝水",
0,2023-04-06 17:35:03,0,284168424,EC3zzz,保密,"没啥意义，不是up不会自己在家弄这种东西，又不是味道与个头成正比，你这大了反而比小的还要差，观众交一次作业失败一次哭着都得吃完",
0,2023-04-06 17:35:30,0,354594931,我菜是队友不强,保密,"明朝有酒明朝随，我们大姨她最美[doge][doge]",
0,2023-04-09 19:01:09,0,28401892,来棲曉,保密,"感觉结姨瘦回去了是我的错觉不[吃瓜]",
0,2023-04-06 22:14:36,0,651245347,三斤肥羊,保密,"这就是疯狂星期四给我的礼物吗[脱单doge]可惜只能看不能尝",
0,2023-04-06 17:30:38,0,35561259,丨王同学丨丨,保密,"我最快！没p",
0,2023-04-08 11:20:38,0,569480817,老白有点黑y,男,"绵羊生日快乐（雨哥来的）[脱单doge][脱单doge]",
0,2023-04-06 23:11:02,0,397905544,或盈又亏,保密,"这真不是巴斯克吗[思考]",
0,2023-04-06 20:27:05,0,2954342,半糖多冰加布丁,保密,"好想尝尝这么大的蛋挞[保卫萝卜_哭哭]看起来好棒",
0,2023-04-06 18:37:52,0,2026888074,lonelyの堇瑜君,保密,"送一块边角料送到我嘴里来[doge]",
0,2023-04-06 17:30:51,0,677022107,更新后系统,保密,"芜湖起飞",
0,2023-04-08 22:14:44,0,383328719,铁锅乱烩,保密,"@Tiger西西  这个适合你来做[呲牙][呲牙]",
0,2023-04-08 22:07:44,0,28547096,一申一丶心,男,"比上次看到的蛋塔都大！吃了胖五斤[喜欢][喜欢][喜欢]@勇士绝对核心-维金斯 @鲲鲲露出鸡脚 @西部小肥",
0,2023-04-06 19:51:27,0,432156961,Airmax25,男,"去吧佛怒火莲",
0,2023-04-08 01:02:14,0,8006066,吃碗云吞,男,"自从复刻了盲石的巴斯克蛋糕，我就觉得好多甜点都和巴斯克蛋糕没啥区别[笑哭]蛋挞也是",
0,2023-04-07 03:57:51,0,1168955259,马特在哪儿,保密,"蹲大姨一个水果哥的fruit全系列复刻[脱单doge]保证一键三连",
0,2023-04-06 20:51:02,0,37336299,真我不是怪蜀黍啊,男,"腻到飞起",
0,2023-04-09 15:31:48,0,3493107463096781,宝可梦检察官,保密,"如何吃到好吃的蛋挞？
一买一个蛋挞",
0,2023-04-08 20:39:08,0,27218421,大皮蛋皮,男,"我可以人形吸尘器洗干净姐姐的脸[委屈][委屈]",
0,2023-04-07 09:33:09,0,443756076,浮动然,保密,"[嗑瓜子]大姨是从八妹那里找到灵感的吗？",
0,2023-04-06 18:38:12,0,1671963077,C748L,男,"大姨白嫖菜谱，我白嫖视频，非常的合理[doge][doge][doge]",
0,2023-04-06 17:34:13,0,39942305,神の素颜,保密,"她觉得6步我就能学会？！

强烈要求精简到3步[doge][doge]",
0,2023-04-08 23:14:35,0,186416253,一世热恋,男,"满嘴卡路里",
0,2023-04-06 22:41:24,0,70407268,YaeSakura纯樱雪,男,"好吃是好吃，但是热量太高了了吧？[脱单doge]",
0,2023-04-08 22:00:16,0,23813341,二月深情,保密,"近大远小懂不懂，虽然看着大但屏幕离我们很近，所以他是小的",
0,2023-04-09 17:34:36,0,1547993412,料峭春风吹酒醒mc,男,"蛋挞感觉和小时候吃的蒸鸡蛋羹挺像的",
0,2023-04-07 20:39:18,0,16227274,咖啡不糖,男,"这是要把原版变成A货工厂的节奏啊！～",
0,2023-04-07 12:55:48,0,102982695,kale---,男,"@灵魂海啸 来啊，看好吃的[tv_doge]",
0,2023-04-09 17:11:37,0,455887977,环保达人哥,保密,"蛋挞的内馅不是这样的，是比较坚硬的果冻质感，不是这种很软的",
,2023-04-09 17:21:02,0,455887977,环保达人哥,保密,"就因为过于软了，才不会那么好吃",
0,2023-04-06 17:30:49,0,1840951205,君莫笑_542,保密,"来了",
0,2023-04-09 22:26:17,0,13918219,Dotclv,男,"想找个绵羊这样的老婆 想啥好吃的都能做[星星眼]",
,2023-04-10 08:52:39,0,96919465,疯狂的兔八哥123,保密,"还不如找李子柒那样的老婆[doge]",
0,2023-04-06 17:30:45,0,36960663,零度糖丶,女,"耶耶",
0,2023-04-09 23:43:12,0,35894012,了无心伤,保密,"谢谢up主，有些东西吃的时候就有过念头：怎么把她做出来，但是因为各种原因，目前只会煮速冻料理，看了你的视频不仅看到了背后的制作过程，而且多了想不到的乐趣，
谢谢[打call][打call][打call][打call][打call]",
0,2023-04-09 18:34:46,0,1042539798,耽于情话,保密,"@bili_17102009394 蛋挞公主狂喜[doge]",
0,2023-04-09 23:27:06,0,38458050,奇趣动物汇,保密,"一只剃了毛的绵羊，活活把自己作成了二师兄的模样，美食博主的诅咒",
0,2023-04-08 19:14:28,0,3493104283814469,桔子味隆一一,保密,"看起来不好吃，快寄给我，我帮你扔掉！[doge]",
0,2023-04-07 17:41:56,0,99796447,Reacol-Windsoul,保密,"烤骆驼其实也很简单，就三步，要不试试[doge][doge]",
0,2023-04-06 19:20:34,0,21529863,彡Poseidon彡,男,"这样的蛋挞。。。但凡助理小姐姐怼的猛一点。。绵羊顺手就拍助理脸上去了吧？[doge]",
0,2023-04-06 17:32:12,0,13459924,传奇调查员H,保密,"一般蛋挞没有巴掌大，大姨可以说自己是巴掌脸了[doge]",
0,2023-04-06 19:59:12,0,635531256,叶叶叶无踪,保密,"这种大蛋挞，聚会一人一两片刚刚好。不然一个人吃太甜腻了。吃到后面会被齁住。",
0,2023-04-06 18:58:38,0,600474999,良药与你皆苦,保密,"这期应该是是没有翻车的，第一个蛋挞完全可以当成流心🍰消灭掉[OK]",
0,2023-04-07 11:35:46,0,169644186,贰手意大利炮,保密,"看到好看视频的方法， 给绵羊和@王师傅和小毛毛 一键三连，等宝剑嫂小号更新去拜访，@宝剑嫂 @雨哥到处跑 你们帮我到绵羊家拿两个圆圆的东西，我上次忘在她家帮我去拿一下，那是转送给你们的[妙啊][脱单doge][妙啊][脱单doge][妙啊]",
0,2023-04-08 01:52:04,0,5758195,公交闪躲不及,保密,"这也太好吃了，好想吃，好想天天吃，我可以吃一个月[大哭]",
0,2023-04-06 17:30:51,0,426703748,丞丞灬,保密,"哇 赶上了",
0,2023-04-09 14:20:23,0,7632922,公主没睡醒,保密,"看了做的过程，就知道热量多高了，不吃了",
0,2023-04-06 22:35:50,0,348713138,吴日日r,保密,"@车车车车夫 绵羊复刻了芜湖!!!以后做宝宝宝宝宝",
0,2023-04-06 18:50:27,0,244302657,maoxiantuotuoa,保密,"在蛋挞上撒点剁辣椒就不会那么甜了，大姨大姨我是不是很机智[抠鼻][抠鼻]",
0,2023-04-06 18:05:58,0,1795710673,吹过晚风的海,男,"这个蛋挞和绵羊羊的瓜子脸一模一样[脱单doge]",
0,2023-04-07 09:37:35,0,14037646,失落d枪骑兵,男,"制作步骤：
1，从#bc7934滋~~~~到#cdad88
2,咕嘟咕嘟咕嘟咕嘟
3，咻咻咻咻咻咻
4，噗~嗤~噗~嗤~
5，铛铛~
6，滴答滴答滴答
7，叮！
8，wooooo~
制作完成！",
0,2023-04-09 13:46:33,0,1520299158,皮部波鲁纳雷夫,保密,"一共也就3000卡路里，吃完也就卡路里",
0,2023-04-09 11:06:59,0,624446129,蜡笔小新呢吗,保密,"如果每天能睡在蛋挞上该多好（馋ing~）",
0,2023-04-09 00:05:25,0,283257736,DysisAnn,保密,"之前看到上海一家店有卖芥末大的，，上次去没吃到呜呜呜真的好馋[大哭][大哭]",
0,2023-04-06 17:30:54,0,586482025,九三的耳朵贼好的,保密,"噜啦噜啦嘞",
0,2023-04-06 20:55:42,0,89888143,中央城,保密,"如果不做塔皮只做塔液的话，照这个温度能烤成吗？",
0,2023-04-06 22:13:35,0,333563947,reypdwvitk,保密,"我吃蛋挞先用勺子吃中间的馅料，再吃蛋挞皮，最后打个嗝。[吃瓜]",
0,2023-04-06 17:54:48,0,184682095,YYmiracleYY,女,"想起来豆瓣炸厨房组有位朋友用三十个蛋做了个盘挞（烤得还挺好）一家六口吃了一天",
0,2023-04-07 02:57:32,0,540076247,垂望居士,保密,"啊！我知道了，这是巴斯克蛋糕外皮加了一层酥皮",
0,2023-04-06 17:31:50,1,252152053,小初诚,男,"⬇️绵羊大姨下期视频长度[脱单doge]",
0,2023-04-08 21:46:14,0,1450925,进击的耳朵,男,"自己做酥皮真的太难了…又废时间又废手[笑哭]",
0,2023-04-08 21:21:59,0,472584365,食人狂魔公孙瓒-,保密,"你认识徐静雨么？他说认识你[doge]",
0,2023-04-07 18:38:38,0,18554890,请叫我灬小贱贱,男,"（糖分爆炸？）[doge][doge][doge][doge]",
0,2023-04-06 17:30:36,0,1105297623,一只海米鸭,保密,"第一次这么早[星星眼]",
0,2023-04-07 09:49:50,0,1814304466,吹泡泡糖的闪亮少年,女,"@这是我的小啾啾 给我做，我要吃[大笑]",
,2023-04-07 10:04:28,0,2062460087,这是我的小啾啾,保密,"蛋挞卡比[大笑]",
0,2023-04-08 16:12:08,0,470486556,滢风听酒,女,"讲真，平常蛋挞大小我吃两个就腻了，这么大一个我能吃两天。",
0,2023-04-06 17:30:52,0,1988763531,zyl的小跟班Linda,女,"来啦啦啦啦[星星眼]",
0,2023-04-10 12:02:49,0,523395310,teddy708,保密,"还以为是砗磲",
0,2023-04-06 20:41:13,0,14628028,要努力-要加油,保密,"哈哈哈哈哈哈哈，重来真的很有精神，本来很有困意的",
0,2023-04-07 02:13:29,0,19496442,甜美迷人杜海涛,女,"姨，长沙美食图鉴还更吗！九月就要去长沙上学了，想多屯点店子吃😭",
0,2023-04-06 22:52:11,0,480560669,星辉水天,男,"卧槽，这东西怎么做到里边熟了表皮还没焦过劲的。[笑哭]",
0,2023-04-06 18:14:30,0,1141797297,我要炸鸡我要汉堡,保密,"谢谢大姨，健康真的很重要！！！所以我刚看了你的视频就去跑步了，快夸我。[脱单doge]",
0,2023-04-06 20:00:57,0,239095,乌鸦·空,保密,"看着就腻，肯定吃不下",
0,2023-04-06 17:31:54,0,350890731,是清河哦,男,"不是吧不是吧，刚推送打开就已经这么多人啦！！！大姨捞捞！！！",
